Event_ID,irwinID,Incid_Name,Incid_Type,Map_ID,Map_Prog,Asmnt_Type,BurnBndAc,BurnBndLat,BurnBndLon,Ig_Date,Pre_ID,Post_ID,Perim_ID,dNBR_offst,dNBR_stdDv,NoData_T,IncGreen_T,Low_T,Mod_T,High_T,Comment,_EVT_mean,_EVT_media,_EVT_major,LF20_EVT_2,LF20_EVT_1,LF20_EVT_3,LF20_EVT_4,maj_veg_cl,LF20_EVT_6,LF20_EVT_7,LF20_EVT_8,LF20_EVT_9,LF20_EVT10,LF20_EVT11,LF20_EVT12,LF20_EVT13,LF20_EVT14,LF20_EVT15,LF20_EVT16,LF20_EVT17,LF20_EVT18,x,y
WY4449310480620060713,,THORN DIVIDE COMPLEX,Wildfire,"15024",MTBS,Extended,"14011","44.493","-104.806",2006/07/13,"503402920060626","503402920070629","503402920060829","-79","-9999","-970","-150","10","136","300",,7251.017519082152830,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-104.7897359634,44.5190292277
SD4421510332920060727,,EAST RIDGE,Wildfire,"15492",MTBS,Extended,"3370","44.215","-103.329",2006/07/27,"503302920030814","703302920070801","703302920060814","14","-9999","-970","-150","70","255","480",,7367.334916551223614,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.3263171364,44.2155907497
SD4367910344320070625,,FOUR MILE,Wildfire,"16462",MTBS,Extended,"2300","43.679","-103.443",2007/06/25,"503303020060822","503303020080726","503303020070724","-27","-9999","-970","-150","30","227","455",,7254.351453488372499,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.4327386341,43.6828838344
SD4336910356920070707,,ALABAUGH,Wildfire,"16463",MTBS,Extended,"10650","43.369","-103.569",2007/07/07,"503303020050702","503303020080726","503303020070724","-57","-9999","-970","-150","20","161","340",,7219.768125626461369,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.5779124584,43.3776103561
SD4359710371420071022,,MARTIN RX,Prescribed Fire,"16461",MTBS,Initial,"1061","43.597","-103.714",2007/10/22,"703303020061102","703303020071105",,"5","-9999","-970","-150","50","129","260",,7207.830959363217517,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.7138194429,43.5913669021
SD4400310376820080129,,BASELINE BUGS PB,Prescribed Fire,"17362",MTBS,Extended,"4315","44.003","-103.768",2008/01/29,"503302920070724","503302920090915","503302920080710","-14","-9999","-970","-150","35","159","325",Area often reburns so hard to distinguish fires. Spotty new burn areas.,7379.300051572975462,7179.000000000000000,7179.000000000000000,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,"7179","2179",Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",-103.7710384838,43.9955771742
SD4410010348620090330,,UNNAMED,Prescribed Fire,"18307",MTBS,Initial (SS),"1870","44.100","-103.486",2009/03/30,,"503302920090713",,"-9999","-9999","9999","9999","450","200","-9999",,7237.910748331744799,7179.000000000000000,7179.000000000000000,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,"7179","2179",Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",-103.4834462240,44.0947227257
SD4360010346820101018,,AMERICAN ELK,Prescribed Fire,"19782",MTBS,Extended,"3075","43.600","-103.468",2010/10/18,"503303020100817","503303020110703",,"-48","-9999","-970","-150","-9999","267","550",,7281.368127893518249,7179.000000000000000,7179.000000000000000,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,"7179","2179",Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",-103.4706982073,43.5967119992
WY4370110410520110718,,WHOOPUP,Wildfire,"4464",MTBS,Initial,"7377","43.734","-104.073",2011/07/18,"503303020110703","503403020110811",,"35","-9999","-970","-150","100","370","640",,7130.852653147317142,7125.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-104.0779829469,43.7284575314
SD4362810403320110719,,BARREL,Wildfire,"4193",MTBS,Initial,"3428","43.635","-104.048",2011/07/19,"503303020110719","503403020110827",,"25","-9999","-970","-150","100","275","9999",,7145.500453897030638,7125.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-104.0427823634,43.6293261460
SD4343610385020110811,,COAL CANYON,Wildfire,"4192",MTBS,Initial,"5332","43.431","-103.863",2011/08/11,"503303020110719","503303020110820",,"-13","-9999","-970","-150","90","247","450",,7267.101150767178297,7141.000000000000000,7085.000000000000000,Northwestern Great Plains Shrubland,"7085","2085",Sh Northwestern Great Plains Shrubland,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 612: Sagebrush-Grass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"122","93","65","0.478431","0.364706","0.254902",-103.8615413821,43.4325057738
WY4407610434920120605,,SKULL CREEK COMPLEX,Wildfire,"1349",MTBS,Extended,"1694","44.093","-104.354",2012/06/05,"503402920110811","803402920130731","703402920120618","-1","-9999","-970","-150","80","222","410",,7340.506979194100495,7141.000000000000000,7085.000000000000000,Northwestern Great Plains Shrubland,"7085","2085",Sh Northwestern Great Plains Shrubland,Shrub,Shrubland,"604",Big Sagebrush Shrubland and Steppe,SRM 612: Sagebrush-Grass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,"122","93","65","0.478431","0.364706","0.254902",-104.3603091468,44.0976313806
SD4338710375420120629,,WHITE DRAW,Wildfire,"1201",MTBS,Extended,"9297","43.411","-103.796",2012/06/29,"503303020110905","703303020130902",,"54","-9999","-970","-150","50","302","580",,7254.330511919279161,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.7914625985,43.3862495504
WY4389710429420120629,,OIL CREEK,Wildfire,"1354",MTBS,Extended,"63182","43.993","-104.3",2012/06/29,"503402920110811","803402920130731","703402920120720","-32","-9999","-970","-150","50","211","410",,7357.673004498194132,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-104.3049561511,44.0317647032
WY4433910456820120702,,GHOST,Wildfire,"1404",MTBS,Extended,"1548","44.366","-104.597",2012/07/02,"503402920110624","803402920130629","703402920120704","15","-9999","-970","-150","80","243","450",,7401.818925904652133,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-104.5970475304,44.3635339716
SD4360210355020120719,,MYRTLE,Wildfire,"1198",MTBS,Extended,"7645","43.569","-103.546",2012/07/19,"503303020110905","703303020130902",,"-28","-9999","-970","-150","50","302","580",,7243.805652477320109,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.5417530887,43.5967054516
SD4392110402520120904,,KINNEY,Wildfire,"1410",MTBS,Extended,"1825","43.904","-104.025",2012/09/04,"503402920100723","803402920130629",,"48","-9999","-970","-150","80","319","590",,7943.872733909234739,7179.000000000000000,7179.000000000000000,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,"7179","2179",Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",-104.0232892502,43.9127687869
SD4364010347520141009,,15 NORTHWEST CORNER,Prescribed Fire,"22495",MTBS,Initial,"1996","43.64","-103.482",2014/10/09,"803303020130622","803303020141031",,"-79","-9999","-970","-150","50","302","580",,7338.551040854948042,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.4806668420,43.6466619288
SD4354510350020141023,,COLD BROOK NORTH RX,Prescribed Fire,"10000749",MTBS,Extended,"1210","43.537","-103.496",2014/10/23,"803303020140727","803303020150730","803303020141031","-29","-9999","-970","-160","15","233","475",Perimeter provided by NPS,7261.673405623966573,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.5006411897,43.5459642986
SD4352810349220150413,78D259A3-3F00-4ACF-A3BE-07D568A10137,COLD BROOK,Wildfire,"22740",MTBS,Extended,"6441","43.539","-103.466",2015/04/13,"803303020140727","803303020150730","703303020150503","-27","-9999","-970","-150","15","233","475",,7266.911076550890357,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.4600100134,43.5351666293
SD4362610351320160402,1E6449F3-4ED7-4643-B425-F08BE569D248,COLD,Wildfire,"10004894",MTBS,Extended,"1541","43.639","-103.52",2016/04/02,"803303020150730","803303020170804",,"31","21","-970","-150","65","275","9999",,7242.540361010830566,7179.000000000000000,7179.000000000000000,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,"7179","2179",Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",-103.5251812854,43.6466843017
WY4426110450120160621,C28E369F-73C1-40C7-BCE2-1FEA55F4E4C8,DOUGLAS,Wildfire,"10005041",MTBS,Extended,"1845","44.251","-104.516",2016/06/21,"803402920150806","803402920170912",,"86","7","-970","-150","100","380","620",,7350.779236420570669,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-104.5031935499,44.2584986474
WY4438610471520160625,4ACED774-CE55-40BC-A2C5-9CE79936A3BF,KARA CREEK,Wildfire,"10005042",MTBS,Extended,"6543","44.388","-104.69",2016/06/24,"803402920150806","803402920170912",,"77","9","-970","-150","95","325","565",,7206.968404584566088,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-104.7266276539,44.4188942551
SD4447710397320160625,1A0B3544-D045-4180-8027-0476FC9C98CD,CROW PEAK,Wildfire,"10005047",MTBS,Extended,"2848","44.469","-103.967",2016/06/25,"803402920150806","803402920170827",,"8","29","-970","-150","65","310","9999",,7208.523831848726331,7179.000000000000000,7179.000000000000000,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,"7179","2179",Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",-103.9671159570,44.4711757730
SD4324610371020160716,6C96515C-BD6F-48AB-B412-420D47C6372D,INDIAN CANYON,Wildfire,"26564",MTBS,Initial,"13791","43.243","-103.781",2016/07/16,"803303020130724","803303020160801",,"-8","27","-970","-150","50","300","9999",,7854.744809562987029,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.7788808207,43.2628819840
SD4377610386620161021,86B0C4E4-ABE5-409B-A079-71AB5D00AC05,ANTI-HORSE RX,Prescribed Fire,"10004919",MTBS,Initial,"1301","43.778","-103.877",2016/10/21,"803303020151018","803303020161105",,"54","13","-970","-150","50","9999","9999",,7254.169885489659464,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.8635241581,43.7797250697
SD4388610367620161030,2CB6C835-DA6E-4E9D-8895-B788F82ECEEF,LONG DRAW RX,Prescribed Fire,"10004998",MTBS,Extended,"1055","43.886","-103.673",2016/10/30,"803303020150730","803303020170804",,"-50","47","-970","-150","80","315","9999",,7225.058340353833046,7179.000000000000000,7179.000000000000000,Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,"7179","2179",Tr Northwestern Great Plains-Black Hills Ponderosa Pine Woodland and Savanna,Tree,Conifer,"631","Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,"214","255","181","0.839216","1.000000","0.709804",-103.6699105651,43.8837627540
SD4362310345520170911,874B3F48-1F6B-4F28-A543-FDA1BF502A30,RANKIN,Wildfire,"10007646",MTBS,Extended,"2140","43.62","-103.442",2017/09/11,"803303020170703","803303020180706",,"-15","24","-970","-150","-15","181","400",,7250.699014011416693,7141.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.4444390270,43.6169380339
SD4377610344820171211,E4A0CCED-FFB0-46B5-B6B9-C9E7A4A25487,LEGION LAKE,Wildfire,"10009814",MTBS,Extended,"54868","43.669","-103.394",2017/12/11,"803303020170601","803303020180604",,"-25","24","-970","-150","-10","188","410",,7308.044976107582443,7179.000000000000000,7141.000000000000000,Northwestern Great Plains Mixedgrass Prairie,"7141","2141",He Northwestern Great Plains Mixedgrass Prairie,Herb,Grassland,"646",Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,"255","176","92","1.000000","0.690196","0.360784",-103.4115741838,43.7176896750
